No	Name	PK		S5GHz	Diam	Ref	Tb	DMi	DTb	Df	D(VSZ)
578	NGC6337	349-011 	103.0 	47.0 	4 	3.30 	2.42 	1.60 	2.01 	1.75
579	H2-1	350+041 	61.0 	2.2 	3 	890.80 	4.94 	5.68 	5.31 	 
580	M1-19	351+041 	20.0 	2.6 	3 	209.11 	7.68 	7.65 	7.66 	6.74
581	M2-5	351+051 	12.0 	5.4 	6 	29.09 	8.46 	6.92 	7.69 	7.09
582	H1-12	352+001 	719.0 	11.0 	3 	419.99 	1.35 	1.45 	1.40 	1.37
583	M2-8	352+051 	18.0 	3.7 	3 	92.93 	7.58 	6.97 	7.27 	6.89
584	H1-30	352-041 	81.3 	1.6 	7	2244.60 	4.61 	5.81 	5.21 	 
585	Fg-3	352-071 	107.0 	2.0 	7	1890.70 	3.96 	4.91 	4.44 	 
586	M2-7	353+061 	7.0 	8.0 	3 	7.73 	9.95 	7.14 	8.55 	7.61
587	M2-10	354+041 	9.1 	2.2 	6 	132.89	10.98	10.45	10.71	10.23
588	Th3-10	355+022 	29.5 	2.0 	7 	521.27 	6.80 	7.42 	7.11 	 
589	H1-9	355+032 	25.0 	0.7 	3	3606.10 	8.64	11.42	10.03 	 
590	M3-21	355-061 	30.0 	5.0 	3 	84.82 	5.83 	5.31 	5.57 	5.27
591	M3-14	355-021 	30.0 	2.8 	3 	270.46 	6.40 	6.54 	6.47 	6.27
592	H1-31	355-024 	16.0 	0.7 	6	2307.90	10.42	13.17	11.80	11.83
593	HE2-283	355-031 	12.0 	2.7 	3 	116.35 	9.46 	8.88 	9.17 	8.74
594	H1-35	355-033 	72.0 	1.1 	3	4205.70 	5.15 	6.92 	6.03 	6.10
595	Hf2-1	355-041 	9.0 	12.0 	3 	4.42 	8.39 	5.69 	7.04 	6.17
596	M1-30	355-042 	31.0 	3.8 	6 	151.74 	6.01 	5.80 	5.90 	5.65
597	M2-11	356+041 	22.0 	2.7 	3 	213.30 	7.33 	7.32 	7.32 	7.07
598	M3-38	356+042 	21.0 	1.8 	7 	458.11 	7.98 	8.60 	8.29 	8.11
599	M1-27	356-022 	63.0 	8.0 	3 	69.58 	3.96 	3.53 	3.74 	3.53
600	H1-39	356-033 	13.0 	1.7 	3 	317.94 	9.85	10.23	10.04 	9.75
601	CN2-1	356-041 	49.0 	1.7 	3	1198.40 	5.64 	6.69 	6.17 	6.13
602	H1-41	356-042 	12.0 	10.0 	3 	8.48 	7.66 	5.55 	6.60 	5.90
603	M2-24	356-052 	3.0 	8.0 	3 	3.31	14.21 	9.36	11.79	10.24
604	H1-23	357+011 	34.8 	2.8 	7 	313.73 	6.01 	6.24 	6.12 	 
605	H1-18	357+024 	33.0 	1.5 	6	1036.60 	6.80 	7.94 	7.37 	7.30
606	M3-7	357+031 	28.0 	6.2 	7 	51.48 	5.79 	5.02 	5.41 	 
607	M3-41	357+032 	75.0 	4.2 	7 	300.51 	4.08 	4.22 	4.15 	 
608	M3-42	357+034 	6.0 	6.0 	3 	11.78	11.12 	8.32 	9.72 	8.75
609	H2-7	357+041 	9.0 	4.1 	3 	37.84 	9.98 	8.38 	9.18 	8.52
610	M4-3	357+071 	28.0 	1.3 	6	1171.00 	7.45 	8.81 	8.13 	8.08
611	M2-16	357-032 	24.8 	5.4 	7 	60.11 	6.23 	5.49 	5.86 	 
612	M2-18	357-034 	17.0 	1.5 	3 	534.03 	8.98 	9.82 	9.40 	9.22
613	H1-42	357-041 	40.0 	5.8 	7 	84.04 	5.04 	4.59 	4.82 	 
614	M2-22	357-042 	6.5 	5.0 	3 	18.38	11.08 	8.66 	9.87 	8.99
615	H1-43	357-043 	6.0 	3.0 	3 	47.12	12.44	10.68	11.56	10.87
616	M1-34	357-051 	14.7 	11.2 	7 	8.28 	6.90 	4.99 	5.95 	 
617	M4-6	358+011 	42.0 	2.0 	6 	742.14 	5.86 	6.63 	6.25 	6.16
618	M3-10	358+031 	29.0 	3.2 	7 	200.17 	6.35 	6.30 	6.33 	 
619	H2-10	358+032 	20.0 	2.0 	7 	353.40 	8.01 	8.41 	8.21 	 
620	Th3-19	358+033 	4.2 	2.0 	7 	74.21	15.43	13.85	14.64	10.12
621	H1-19	358+034 	26.0 	1.4 	3 	937.59 	7.60 	8.79 	8.19 	8.11
622	H1-20	358+036 	43.9 	4.0 	7 	193.93 	5.15 	5.09 	5.12 	 
623	H1-17	358+037 	35.0 	0.9 	3	3054.10 	7.20 	9.37 	8.28 	8.35
624	Th3-26	358+038 	10.0 	6.5 	3 	16.73 	8.86 	6.86 	7.86 	7.15
625	M3-8	358+041 	20.0 	2.9 	3 	168.09 	7.54 	7.35 	7.45 	7.15
626	M3-39	358+051 	280.0 	20.0 	3 	49.48 	1.82 	1.58 	1.70 	1.59
627	M3-40	358+052 	17.0 	2.5 	3 	192.25 	8.27 	8.17 	8.22 	7.91
628	M3-36	358+071 	3.5 	3.2 	3 	24.16	15.44	12.40	13.92	12.76
629	M1-26	358-002 	400.0 	3.2 	2	2760.90 	2.11 	2.72 	2.42 	2.43
630	M4-7	358-021 	33.0 	5.7 	3 	71.79 	5.48 	4.91 	5.20 	4.90
631	M3-16	358-022 	17.0 	6.6 	7 	27.58 	7.07 	5.76 	6.42 	 
632	M3-17	358-031 	12.0 	2.9 	7 	100.85 	9.35 	8.66 	9.00 	8.54
633	H1-46	358-041 	43.0 	1.2 	3	2110.60 	6.31 	7.91 	7.11 	7.12
634	Pe1-11	358-051 	8.0 	9.0 	7 	6.98 	9.23 	6.56 	7.90 	7.01
635	H1-50	358-053 	31.0 	1.4 	3	1117.90 	7.06 	8.31 	7.68 	 
636	NGC6563	358-071 	69.0 	45.2 	1 	2.39 	2.88 	1.84 	2.36 	2.03
637	IC1297	358-211 	68.9 	7.0 	7 	99.38 	3.89 	3.60 	3.75 	 
638	Th3-25	359+032 	18.0 	1.8 	7 	392.67 	8.51 	9.03 	8.77 	 
639	M3-9	359+052 	35.0 	16.8 	7 	8.76 	4.49 	3.27 	3.88 	 
640	M3-37	359+061 	5.0 	2.2 	7 	73.02	14.12	12.66	13.39 	 
641	A40	359+151 	2.0 	29.0 	7 	0.17	13.68 	6.71	10.20 	 
642	Hb-5	359-001 	548.0 	20.0 	7 	96.83 	1.38 	1.27 	1.32 	 
643	M1-29	359-011 	97.0 	7.0 	7 	139.92 	3.37 	3.23 	3.30 	 
644	M3-16	359-022 	17.0 	6.2 	3 	31.77 	7.15 	5.91 	6.53 	5.94
645	H1-40	359-023 	31.0 	1.3 	6	1296.50 	7.14 	8.53 	7.84 	7.79
646	H2-33	359-032 	5.0 	8.0 	7 	5.52	11.46 	7.95 	9.71 	 
647	M2-27	359-042 	50.0 	2.3 	6 	668.05 	5.33 	5.96 	5.65 	5.56
